Q	A	label
상황,가끔	이 지독한 상황과  가끔 터져나오는 기억속에서	0
생각,역시,생각	어떻게 생각해? 역시 나를 이상하게 생각하겠지?	0
우울,자학,유지	우울을 넘어서서 자학으로 가고 싶어 이 앓음이 나를 유지시키고 있어	0
숨통,틈새,여유,뒤죽박죽,꼬리,항상,무표정	숨통이 트였으면 좋겠어  자그마한 틈새의 여유조차 없어  불투명해  뒤죽박죽이야  내 입꼬리는 항상 올라가 있지만  눈은 무표정이야	0
아픔,계속,가지,계속,깊이,혼자,공간	난 내 아픔을 계속 가지고 싶어 계속 깊이 들어갈수록 나 혼자 있는 공간이 너무 편해	0
상처,환자,정신,이상자,지금,아픔,계속,가지,정신,계속	날 때려줘 날 욕해줘 나에게 상처 입혀줘 내가 환자가 되게 해줘 내가 정신이상자가 되게 해줘 지금까지의 아픔이 너무 기뻐 계속 가지고 싶어 내 정신이 계속 불안정했으면 좋겠어	0
시간	벌 받을 시간이야	0
마믈왜	내마믈왜흔드는건데.	0
안해,버릇,유독,눈치,스트레스	안해도 되는 말까지 주저리주저리  어릴때부터 버릇이라 그런지 유독 눈치보게 된다  스트레스 ㅠ	0
상대,비상,사람,스트레스,왕창,토론,정말,결말,토론,수고	상대가 비상식적인 사람이었다면 난 스트레스만 왕창 받으며 토론을 끝냈겠지  정말 속이 다 시원해지고 결말도 편안해지는 토론이었다  수고하셨습니다	0
화장,하든,노출,문제,원인,피해자,생각,사람	화장을 진하게 하든 말든 노출이 있는 옷을 입든 말든  문제의 원인을 피해자에게서 찾으려고 하면 안 되는 거잖아  빻은 생각을 가진 사람들이 참 많네	0
노래,순간,혼자,공간,추억	지울 수 없는 것 같애  좋아하는 노래를 좋아하는 시를 좋아하는 것들을 나누다보면  어느순간 나 혼자만의 공간이 아닌 둘이 되고  추억이 되어있어서 싫다	0
지구,박살	지구가 박살났으면 좋겠어 다죽어 죽어죽어죽어죽어 죽어죽어죽어	0
마침표,미련,어철수엄,기계,단번,어케	마침표못찍었단 뜻  미련한데 어철수엄는거같음  기계도아니고 단번에 어케잘라내	0
다시,시도,오류,뒤졋	뭘다시 시도? 오류뒤졋	0
웃투,파우스트,괴테	샷아웃투 파우스트 괴테	0
요새,야구	요새는 야구도 재미없고	0
과외,선생,씨팔	과외선생ㄹ ㅈㄹ 비웃던거다시생각난다씨팔	0
병원,시간,이안	너무아파 병원가고싶은데 시간이안난다	0
나진,안치,잘못,제대로,진짜	나진짜구라안치고잘못걸린것같아제대로 진짜장난없이좆된것같다고	0
어어어어,아아,아악	허어어어어  악   악   으악  아아아악	0
남자	24일이 오면 좋겠어 ㅠㅠ남자들도 많이 올텐데 ... ♥+	0
어째,평소,정신,이제,한숨	어째 평소보다 더 정신이 말똥말똥하냐 ㅋㅋ  이제 한숨 돌렸으니 편히 자야지	0
신경	크고작은거다신경쓰려니까 그치만더중요한걸해주는거니까 이렇게라도해야반반이겠지 좀우울하다	0
소리,듣기,똑바로,해씨,새끼	싫은소리듣기싫으면똑바로해씨발새끼야	0
시발,존나,극혐	시발 남기는거 존나 극혐이다 지가 뭔데	0
진짜	아 진짜 오래 걸리네  빨리 좀 되라	0
존나,허무맹랑,생각,웃기,진짜,지경	존나 허무맹랑한놈일세 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 니가 생각해도 웃기지? ㅋㅋㅋㅋㅋㅋㅋㅋ  와 진짜 난 돌아버릴 지경이거든 그렇게 괴롭히는거 희열느끼는것 같다	0
보기,그거,일상,산다,증거,존나,시발,어디	꼴보기 싫어 우울한거 그거 니네가 일상 안피곤하게 산다는 증거야 존나 바빠봐 시발 우울할틈이 어디있어	0
사랑,얘기,가로수,그늘,향기,세상,사랑,모습,가로수,하늘,향기	잊지 않으리 내가 사랑한 얘기 여위어가는 가로수 그늘 밑 그 향기 더 하는데 아름다운 세상 너는 알았지 내가 사랑한 모습 저 별이 지는 가로수 하늘 밑 그 향기 더 하는데	0
그대,모습,찬비,가을,아침,바람	떠가는 듯 그대 모습 어느 찬비 흩날린 가을 오면 아침 찬바람에 지우지	0
일단,해결	싫은건시른건데 일단 해결하고싶다	0
미안,사실	미안 사실 못지킬거 같아	0
추억,새록새록,옛날,정선	추억새록새록 옛날엔 진지하게 못느꼈던 감정선이 눈에 들어오고 괜히 울적해짐	0
통피,보통,분안	아니 통피ㅇㅇ이라서 보통은 누군지도 구분안가고 그래야하는데... ㄹㅇ기괴해	0
채수빈,광고,설치,현질,안해,리얼,채수빈,진짜,게임,천룡팔부	채수빈씨가 광고하는거 보이길래 설치해서 해봤는데 재밌네요 ㅎㅎ 현질안해도 이것저것 많이 뿌려서 리얼 꿀잼이네요 ㅎㅎ 채수빈씨 진짜 예쁘네요 흠..    ... 그게임은 천룡팔부m	0
새끼,보이,눈팅,제목,정병,옮는,기분	저새끼 보이고나서는 눈팅줄였다 제목만봐도 정병옮는기분	0
완전체	완전체같다 저게 왜 내	0
이유,종교,보노,과학,개독	많은 이유도 그 종교 탓인가 보노... 크 ... ㅎ 과학이네 믿거 개독	0
당분간,총회,참석,디시,일절,현실,신고	당분간 총회 참석 끝날때까지 디시 일절 안한다~ ㅋ   ㅅㄱ^^ 현실에서 날뛰어봐 신고해줄게	0
비거,지경	시비거는거 보니 답이나오네 내 글 안읽으면 미칠것 같고 돌아버릴 지경이니? ㅋㅋ	0
동네,교회,사주,자미두수,천격,귀격,찾기,떠드,술사,인정,귀부인	니네 동네 교회에서 사주나 자미두수로 귀 천격 논하자면 나만큼 귀격 찾기도 힘들어 그건 알고 떠드나 몰라 난 술사들이 인정한 귀부인 명식인데 ^^	0
목사,자댕,설립,개인,교회,이노,개독,규모,작고,헌금,주일,강요,정신병	목사 자댕이들이 설립한 개인 교회 말이노ㅋㅋ 개독충들 규모도 앵나오게 작고  헌금 = 돈뜯기 주일마다 쳐오라고 강요하기  정신병이지	0
사이비종교,수준,하노	사이비종교에 빠진 머가리 수준 알만하노ㅋㅋ	0
혼자,한참,목표,마흔	개불쌍해 ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ ㅋㅋ ㅋ ㅋㅋㅋㅋ 난 입주하는데 곧 첫.입.주 ㅎ 혼자 24~5평 들어가 아직 한참 멀었어 ㅎㅎ 내 목표는 마흔에 70평대 들어가는거야	0
정신병,사랑,미술,타령,현실,거지,년임	정신병자 같은년  사랑을 받고 싶다는둥 미술을 한다는둥 탈조 타령 하는데 현실 집 한채없는 거지년임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
배빵,여기,자궁,인분	배빵 쳐맞고 싶나 여기 자궁찜 일인분요~ 끃?	0
이제,미련,진짜진짜,신경안	이제 미련버린다 우울하기만함 진짜진짜로 신경안쓸거	0
진짜	진짜 솔직하게 말해줬으면 좋았을텐데	0
폭하,컨셉,잡고,정신병	이딴글써놓고 윽엑대는거 오그라든다고 팩폭하니까 컨셉ㅋㅋㅋㅋ잡고쓴거래 정신병자노ㅋㅋㅋㅋㅋ	0
변명,그거	변명할게 그거노?ㅋㅋㅋㅋㅋ	0
거리,여드름,범벅,존못,싸개,달뒤,요즘,초반,면상	줌냐 줌냐 거리노 여드름범벅 존못 피싸개년이  나 한달뒤 29살인데 씹년아ㅋㅋ 요즘 20대 초반년들 면상 나보다 개 늙어써~	0
나임,컨쎕,반미,보이,시비	나임 이 좆팔놈아 컨쎕도 못알아보노 그럴싸했나보네ㅋㅋ 저렇게 반미쳐보이게 써야 시비충들 안붙는다 ^느^	0
존낰,존나,진짜	아 존낰ㅋㅋㅋㅋㅋ 존나웃겨 줌냐들 진짜	0
존나	존나오그라들어 줌내씹토나와	0
약속,부디	넌 날 알아볼 수 있을까.  도와줘.  약속해줘.  부디.	0
심장,부어,랏너란,기름	불붙은내심장에더부어랏너란기름	0
씨발,병신	씨발병신아 아좆같이구냐 왜	0
혼자,풍선,하나,다가,추락	물론 난 돈 없고 혼자 사는것도 아니고 풍선 하나 사다가 쭉 들이키고 추락하면 딱이네	0
생산,하나,소비,일만	생산적인 일은 하나도 안하고 소비하는 일만 하는데	0
결혼,이유,미래,노답	ㅡㅡ?? 결혼하고 낳은 이유좀ㅋㅋ 어렸을때부터 이랬는데 태어날때부터 미래가 노답이였구나	0
지랄	다 틀리고 지랄ㅋㅋㅋ 아	0
엄마	집에서 엄마가 칼들고 나 죽이려고 쫓아오는 그런 꿈이였어 무서웠어도 슬프진 않았어	0
자체,공포	집 자체가 공포야	0
힝힝	힝힝 박아줘충 = you are don\'t go chung	0
신형,회유,백법,이노,시발,줌마,취향	신형 회유 고백법이노  ㅂㅅ같은년= 시발년아 널 갖고싶어 줌내나는년= 나도 내가 줌마취향인지 몰랐어 헠헠	0
자살,자살,반응,세번	내가 어느날 훅 자살해도 드디어 자살했나보다ㅇㅇ 이런 반응 나올듯ㅋㅋㅋ 세번째야	0
제발,신경,걱정,소리,짜증,그냥	제발로 좋게 신경써주는것도 걱정하는것도 아니고 화내고 소리치고 짜증만 낼거면 그냥	0
이제,거기,관종,좆또,정체,기겁	이제 거기서 관종짓하네 좆또라이년ㅋㅋ니정체알면 다 기겁할듯 ㅁㅍㅇ ㅆㅊㄴㅇ	0
김숙,매력	김숙도 매력넘치네.	0
남자,어쩌구,한남,진짜	뭐 남자원한다 어쩌구 맨날 줌내풀풀나는 글 쓰면서 한남욕하고ㅋㅋ ㅂㅅ같다진짜	0
시발,한남,벌레,새끼	시발개좆같은한남벌레새끼	0
코노,시발,남성성,좆빻,존못,갱놈,남성성,울대,이기	코노 귀썩을것 같아 시발 남성성 좆빻은 존못 귀갱놈들이 남성성 표출해보고 싶어서 멱따는 소리내는거 울대 썰고 싶다 이기	0
가식,인간	지잘난맛에무례한짓일삼는것보다야가식이인간적이지	0
이란,이미지,그거,그게	이란거밖에안떠올라 니이미지가그거야걍그게내뇌에박힘	0
일부러,귀척,왜함,씨발,노망	일부러 귀척왜함?씨발 노망낫냐	0
본디,존재,모두	본디 존재하지 않았던 것처럼 모두에게서 자연스러히 사라질 수 있다면	0
무언가,시작,일도,일도,모든	무언가가 시작됐다면 그 속에서 죽을듯한 일도 있고 즐거웠던 일도있고 하지만 언젠간 모든게 끝날테고	0
마치,졸업,앨범,기분	마치 졸업 앨범처럼 보는 기분이야	0
게이	3년이면 많이 좋아하는 거 아니냐구~  너도 게이인데 왜 나한테만 그래 ㅜ.ㅜ	0
진짜,하루,종일,얘기,그거	왜 나한테만 그래 ㅜ.ㅜ  나 진짜 많이 좋아한단 말야  박는단 얘긴 솔직히 너가 하루종일 그 얘기 해서 나도 꼴려버렸단 말야  그거 빼고도 열심히 잘해줄텐데	0
힝힝,기분,진짜	힝힝  나도 막 박아주고 싶다  기분좋게 박아줘서 걔도 많이 가버리면  나 진짜 행복할텐데	0
좆밥,벼락치기,해도,합격	남았는데 너무 좆밥이라 한두달 남겨놓고 무식하게 벼락치기 해도 합격할듯 ^______^	0
설치,설치,달라	남자있으면 좋은점 불러서 설치할거 설치해달라 하고 무거운거 옮겨 달라하면 좋은데	0
천사,요정	천사, 요정, 강양이	0
남자,권력,정신,통제,의지,추진,다른,하나,고독	강한 남자를 원해 권력도 정신력도 통제력도 의지도 추진력도 다른 하나는 나보다 더 고독에 강해야 한다는것	0
항상,막말,사람,가산,개집,한마디,진짜,미미,개집	항상 막말하고 사람 비웃으면서 니가산거 개집같다는 한마디가 어때서 진짜 미미개집같아	0
시발,화병	개느려터짐 시발 화병으로 뒤질듯	0
웃는걸,계속,그냥	너는 울고싶은걸까 그래서 저렇게 웃는걸까 왜 계속 같이 살까? 그냥 지우지	0
제발	돌아가자 제발   !!!	0
우리,얼마나	우리 함께 있다면 아, 얼마나 좋을까요	0
대란,행운	그대란 행운이 온 걸까	0
파도,모래,글씨,그대,멀리,여기,마음속,사랑	파도가 머물던 모래위에 적힌 글씨처럼 그대가 멀리 사라져 버릴 것 같아 늘 그리워 그리워 여기 내 마음속에 모든말을 다 꺼내어 줄 순 없지만 사랑한다는 말이에요	0
우리,입맞춤,언제,감고,가장,가요	우리의 첫 입맞춤을 떠올려 그럼 언제든 눈을 감고 가장 먼곳으로 가요	0
그날,반딧불,당신,창밖,사랑	그날의 반딧불을 당신의 창밖에 보낼게요 사랑한다는 말이에요	0
별것	별것도아닌데 에휴..	0
시발,평소	아몰랑ㅋㅋㅋ 그러게시발 평소에잘햇어야지	0
개판,이면,무슨,품위,자고,끼리끼리,끼리끼리	집은 개판이면서 무슨 품위있게 살자고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 끼리끼리야 끼리끼리	0
인성,들통,이번	인성이나쁘다는게 들통난것이지  이번생은 틀렸다	0
정신	정신은 맑아진것같은데 힘드네	0
그냥,무관심,에너지,이상	니가 나 싫어하는거처럼  나도 너 싫음  근데 이젠 그냥 무관심임 내 에너지를 더이상 너한테 낭비하기 싫음	0
하소연,곳도,요즘,세상,우울증,사람,가죽	너무힘들고우울해서하소연하고싶은데하소연할곳도없고요즘세상에우울증없는사람없다고너만힘든거아니라는말들을때마다입을다물게되는것같다다들속으로만앓는걸까나만못견디는건가죽고싶다	0
쓰레기,다른사람,생각,그게,자업자득,무도,고살	일년을낭비한내가너무쓰레기같고다른사람들이날어떻게생각할지뻔해서그게너무무섭고자업자득이라할말도없네아무도없는곳으로도망가고싶다나는왜이러고살까	0
기준	기준점을 정하지?	0
내일,만점,노답,미래,지구	내일도 만점아니면 니는 노답이 아니라 미래가 없다  지구에서 떠나라 ㅅㅂ	0
덕분,다음,카카오,계좌	괜찮아 덕분에 다음달에 카카오계좌에 40만원이네ㅋㅋㅋㅋㅋ	0
개판,준비,일단,중반,인생	개판이네 돈모으고 철저하게 준비해서 늦게 낳아야지 일단 20대30대 초중반까지는 내 인생 즐기고 살아야지?	0
아빠,기도,옛날,새끼,협박,거나,그때,경찰,바로,신고,씨발,씨발	아빠라고 부르기도 역겹다  옛날에 저새끼가 날 칼로 협박하거나 목 조를때 그때 경찰에 바로 신고했어야 하는데  씨발 씨발	0
사람,하나	근데 왜 난 그 사람들중 하나가 되지 못할까	0
남편,청개구리,아들,새끼,자식새끼,부모,의무,손절,집착,남편,절단	난 남편뿐이야 청개구리 같은 아들새끼 자식새끼 부모 의무만 해주고 손절한다 애한테 집착하면 남편 절단난다	0
시도,다른,사람,사람,진짜,시도,그게	나도 시도해봤고 힘들고 고통스럽고 무섭고 슬퍼 하지만 나는 나밖에 모르니까 다른 사람이 죽을거라 하면 그 사람이 진짜로 시도했다가 죽을까봐 그게 싫어 죽지마	0
사람,위로,하나,용기,진짜,존나,존재	도와주고 싶은 사람에게 위로 하나 할수있는 용기도 없어 암것도 못해줘 진짜 존나 필요없는 존재다	0
와타시,성격	와타시 성격 족같음	0
자꾸	왜 자꾸 지만 특별한척하지ㅋㅋ ??? 가소롭네	0
상관	상관짓하는건 똑같네ㅋㅋ	0
혼자,옆집,아무,새벽,큰소리,한번,소원	집에서 혼자 내방에서 윗집 옆집 아랫집 아무도 없고 새벽에 큰소리로 울부짖으면서 한번쯤 울어보는게 내 소원이였어	0
집안일,여자	집안일은 여자가 하는게 맞아 ^^ 괜찮아	0
사진,복구	사진복구해내라고 ....	0
예전,사람	예전 사람들이 그리워	0
이내	나랑 비슷해 보였어 3년 이내에 죽고싶대	0
자꾸만,어디,가로,도망,현실,수도,수도,마음	아무것도 할 수 없는 내가 답답하고 자꾸만 어디론가로 도망가버리고 싶다 하지만 슬프디 슬픈 이 현실은 바꿀 수 없고 덮을 수도 없고 도망칠 수도 없다  마음이 찢어질 것만 같다	0
